Trait group	Trait name	ID	Family	Genotype predictive performance	Covariates predictive performance	Full predictive performance	Delta	Number of variants	P	Significant
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25611	WA L2 in tract inferior longitudinal fasciculus (R)	gaussian	0.01	0.11	0.13	0.02	793	1.66e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC312	Wegners granulmatosis	binomial	0.63	0.6	0.66	0.07	5	1.71e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25807	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (R)	gaussian	0.0	0.11	0.11	0.0	156	1.74e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25916	Vol. of grey matter in Vermis IX Cerebellum	gaussian	0.03	0.03	0.07	0.03	1369	1.74e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25799	Vol. of grey matter in Superior Temporal Gyrus, anterior division (R)	gaussian	0.0	0.09	0.09	0.0	518	1.75e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC371	Bronchitis	binomial	0.52	0.61	0.61	0.0	8	1.76e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25854	Vol. of grey matter in Temporal Fusiform Cortex, anterior division (L)	gaussian	0.01	0.16	0.16	0.01	264	1.78e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25665	WA ICVF in tract inferior longitudinal fasciculus (R)	gaussian	0.05	0.05	0.1	0.05	1872	1.79e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25894	Vol. of grey matter in I-IV Cerebellum (R)	gaussian	0.02	0.1	0.11	0.02	612	1.82e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC918	TTE conductive and sensorineural hearing loss	binomial	0.52	0.61	0.61	0.0	3	1.90e-02	False
Eye measures	/RIVAS_HG19/snpnet/INI5099	3mm weak meridian (R)	gaussian	0.17	0.04	0.21	0.17	8983	1.94e-02	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC9006179	Calcium supplements	binomial	0.51	0.73	0.73	0.0	11	1.95e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC39	Lichen planus	binomial	0.56	0.61	0.61	0.01	17	1.99e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC983	TTE arterial embolism and thrombosis	binomial	0.54	0.72	0.73	0.0	44	1.99e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC420	Psychological/psychiatric problem	binomial	0.42	0.6	0.59	-0.01	3	2.15e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC133	Anal fissure	binomial	0.47	0.59	0.59	-0.0	4	2.17e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25898	Vol. of grey matter in Vermis VI Cerebellum	gaussian	0.03	0.07	0.09	0.02	612	2.17e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1148	TTE atopic dermatitis	binomial	0.51	0.55	0.55	0.0	257	2.17e-02	False
Mental health	/RIVAS_HG19/snpnet/INI20405	Ever had known person concerned about, or recommend reduction of, alcohol consumption	gaussian	0.0	0.02	0.02	0.0	4	2.18e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25012	Vol. of thalamus (R)	gaussian	0.02	0.28	0.3	0.02	1792	2.23e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC715	TTE delirium, not induced by alcohol and other psychoactive substances	binomial	0.53	0.74	0.74	0.0	25	2.30e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC45	Mumps / epidemic parotitis	binomial	0.53	0.58	0.58	0.0	28	2.32e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25789	Vol. of grey matter in Middle Frontal Gyrus (R)	gaussian	0.01	0.09	0.11	0.01	489	2.35e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25014	Vol. of caudate (R)	gaussian	0.04	0.11	0.15	0.03	1910	2.41e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25638	WA L3 in tract inferior longitudinal fasciculus (R)	gaussian	0.02	0.12	0.14	0.02	825	2.42e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25699	WA OD in tract superior longitudinal fasciculus (R)	gaussian	0.01	0.04	0.04	0.01	726	2.45e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25862	Vol. of grey matter in Frontal Operculum Cortex (L)	gaussian	0.01	0.12	0.13	0.01	804	2.47e-02	False
cancer	/RIVAS_HG19/snpnet/cancer1001	Lung cancer	binomial	0.52	0.7	0.7	0.0	37	2.51e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25364	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (R)	gaussian	0.04	0.03	0.07	0.04	2113	2.53e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1084	TTE duodenal ulcer	binomial	0.56	0.68	0.69	0.01	220	2.55e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25800	Vol. of grey matter in Superior Temporal Gyrus, posterior division (L)	gaussian	0.01	0.11	0.12	0.01	530	2.56e-02	False
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI3146	Speed of sound through heel	gaussian	0.14	0.04	0.18	0.14	13172	2.57e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC40	Nervous breakdown	binomial	0.45	0.53	0.52	-0.01	5	2.60e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC887	TTE optic neuritis	binomial	0.58	0.58	0.61	0.03	90	2.60e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC402	Spinal stenosis	binomial	0.52	0.63	0.64	0.0	65	2.61e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC294	Renal/kidney failure	binomial	0.51	0.7	0.7	0.0	9	2.62e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25635	WA L3 in tract inferior fronto-occipital fasciculus (L)	gaussian	0.02	0.12	0.15	0.02	945	2.66e-02	False
Heart MRI	/RIVAS_HG19/snpnet/INI22420	LV ejection fraction	gaussian	0.0	0.04	0.05	0.0	266	2.66e-02	False
Eye measures	/RIVAS_HG19/snpnet/INI5132	3mm strong meridian (R)	gaussian	0.16	0.05	0.21	0.16	10082	2.67e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25673	WA ICVF in tract superior thalamic radiation (L)	gaussian	0.03	0.09	0.12	0.03	1165	2.72e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25847	Vol. of grey matter in Frontal Orbital Cortex (R)	gaussian	0.01	0.21	0.22	0.01	592	2.73e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25585	WA L1 in tract middle cerebellar peduncle	gaussian	0.0	0.05	0.05	0.0	2	2.80e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1417	TTE labour and delivery complicated by umbilical cord complications	binomial	0.43	0.95	0.95	-0.0	2	2.81e-02	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25033	Median T2star in pallidum (R)	gaussian	0.09	0.0	0.1	0.09	2164	2.91e-02	False
ECG at rest, 12-lead	/RIVAS_HG19/snpnet/INI22335	P axis	gaussian	0.0	0.01	0.01	-0.0	1	2.93e-02	False
Eye measures	/RIVAS_HG19/snpnet/INI5135	3mm strong meridian (L)	gaussian	0.15	0.05	0.2	0.15	9497	2.93e-02	False
Heart MRI	/RIVAS_HG19/snpnet/INI22423	LV stroke volume	gaussian	0.0	0.21	0.21	0.0	26	2.93e-02	False
Blood assays	/RIVAS_HG19/snpnet/BIN23070	C. trachomatis Definition I seropositivity for Chlamydia trachomatis	binomial	0.53	0.65	0.66	0.0	14	2.94e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25100	Mean FA in uncinate fasciculus on FA skeleton (R)	gaussian	0.01	0.02	0.03	0.01	727	2.98e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25366	Mean ICVF in anterior corona radiata on FA skeleton (R)	gaussian	0.04	0.13	0.18	0.04	2090	3.00e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1398	TTE maternal care for other known or suspected foetal problems	binomial	0.54	0.96	0.96	0.0	41	3.00e-02	False
Mental health	/RIVAS_HG19/snpnet/INI20460	Belief that own life is meaningful	gaussian	0.0	0.0	0.0	0.0	388	3.03e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC982	TTE other peripheral vascular diseases	binomial	0.52	0.6	0.6	0.0	40	3.16e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25017	Vol. of pallidum (L)	gaussian	0.02	0.11	0.13	0.02	1405	3.17e-02	False
Biomarkers	/RIVAS_HG19/snpnet/INI30030860	Non-albumin protein	gaussian	0.13	0.0	0.13	0.13	18596	3.20e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25818	Vol. of grey matter in Supramarginal Gyrus, anterior division (L)	gaussian	0.0	0.04	0.04	0.0	45	3.21e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25520	WA MD in tract cingulate gyrus part of cingulum (R)	gaussian	0.01	0.04	0.05	0.01	767	3.23e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25370	Mean ICVF in posterior corona radiata on FA skeleton (R)	gaussian	0.03	0.08	0.11	0.03	1934	3.25e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25346	Mean ICVF in genu of corpus callosum on FA skeleton	gaussian	0.06	0.06	0.12	0.06	2530	3.33e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25868	Vol. of grey matter in Planum Polare (L)	gaussian	0.01	0.14	0.15	0.01	1316	3.36e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25368	Mean ICVF in superior corona radiata on FA skeleton (R)	gaussian	0.05	0.1	0.15	0.05	2299	3.39e-02	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC3006155	Vitamin C vs no supplement	binomial	0.51	0.53	0.54	0.0	37	3.49e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25000	Volumetric scaling from T1 head image to standard space	gaussian	0.03	0.39	0.42	0.03	1304	3.53e-02	False
Mental health	/RIVAS_HG19/snpnet/INI20506	Recent feelings or nervousness or anxiety	gaussian	0.0	0.02	0.02	0.0	10	3.71e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25634	WA L3 in tract forceps minor	gaussian	0.03	0.09	0.13	0.04	1536	3.74e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC223	Fracture pelvis	binomial	0.53	0.57	0.58	0.01	81	3.74e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1111	TTE other diseases of anus and rectum	binomial	0.51	0.56	0.56	0.0	226	3.83e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25617	WA L2 in tract superior longitudinal fasciculus (L)	gaussian	0.03	0.1	0.13	0.03	1749	3.86e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC915	TTE disorders of vestibular function	binomial	0.51	0.62	0.62	0.0	10	3.97e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25451	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (L)	gaussian	0.0	0.03	0.03	0.0	11	3.99e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25607	WA L2 in tract forceps minor	gaussian	0.03	0.09	0.12	0.03	1030	4.00e-02	False
ECG at rest, 12-lead	/RIVAS_HG19/snpnet/INI12340	QRS duration	gaussian	0.02	0.1	0.12	0.02	401	4.11e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25007	Vol. of white matter (normalised for head size)	gaussian	0.03	0.1	0.12	0.02	1005	4.12e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1031	TTE bronchitis, not specified as acute or chronic	binomial	0.52	0.58	0.58	0.0	1	4.17e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25825	Vol. of grey matter in Lateral Occipital Cortex, superior division (R)	gaussian	0.01	0.12	0.13	0.01	581	4.25e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25917	Vol. of grey matter in IX Cerebellum (R)	gaussian	0.03	0.05	0.08	0.03	1972	4.27e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25871	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (R)	gaussian	0.01	0.18	0.19	0.01	1524	4.49e-02	False
Digestive health	/RIVAS_HG19/snpnet/INI21043	Least # of times bowels opened per week	gaussian	0.0	0.01	0.01	-0.0	1	4.49e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25644	WA L3 in tract superior longitudinal fasciculus (L)	gaussian	0.03	0.11	0.13	0.03	1884	4.55e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25371	Mean ICVF in posterior corona radiata on FA skeleton (L)	gaussian	0.03	0.08	0.11	0.03	2727	4.58e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25538	WA MD in tract superior thalamic radiation (L)	gaussian	0.01	0.16	0.17	0.01	610	4.60e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25663	WA ICVF in tract inferior fronto-occipital fasciculus (R)	gaussian	0.05	0.07	0.12	0.05	1964	4.61e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25590	WA L1 in tract superior longitudinal fasciculus (L)	gaussian	0.01	0.11	0.13	0.01	1382	4.63e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC561	TTE aspergillosis	binomial	0.59	0.55	0.57	0.01	6	4.66e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1289	TTE nephrotic syndrome	binomial	0.59	0.55	0.59	0.04	17	4.73e-02	False
Blood pressure	/RIVAS_HG19/snpnet/INI95	Pulse rate (during blood-pressure measurement)	gaussian	0.01	0.01	0.02	0.01	765	4.84e-02	False
DXA assessment	/RIVAS_HG19/snpnet/INI23311	Spine bone area	gaussian	0.0	0.34	0.34	-0.0	6	4.89e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25391	Mean ICVF in tapetum on FA skeleton (L)	gaussian	0.01	0.09	0.1	0.01	1117	4.96e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC396	Fracture shoulder / scapula	binomial	0.52	0.55	0.56	0.01	35	4.99e-02	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25031	Median T2star in putamen (R)	gaussian	0.1	0.03	0.13	0.1	2474	5.18e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25835	Vol. of grey matter in Subcallosal Cortex (R)	gaussian	0.03	0.16	0.19	0.03	1458	5.19e-02	False
Blood assays	/RIVAS_HG19/snpnet/BIN23063	HTLV-1 seropositivity for Human T-Lymphotropic Virus 1	binomial	0.59	0.56	0.59	0.03	1	5.22e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1185	TTE other follicular disorders	binomial	0.49	0.6	0.6	-0.0	41	5.34e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25023	Vol. of accumbens (L)	gaussian	0.01	0.15	0.15	0.01	647	5.40e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25636	WA L3 in tract inferior fronto-occipital fasciculus (R)	gaussian	0.02	0.13	0.15	0.03	864	5.56e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25704	WA ISOVF in tract acoustic radiation (L)	gaussian	0.0	0.0	0.01	0.0	231	5.63e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25375	Mean ICVF in sagittal stratum on FA skeleton (L)	gaussian	0.05	0.07	0.12	0.05	1651	5.87e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25853	Vol. of grey matter in Lingual Gyrus (R)	gaussian	0.02	0.23	0.24	0.01	781	5.92e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1023	TTE chronic sinusitis	binomial	0.51	0.54	0.54	0.0	51	5.92e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25492	WA FA in tract cingulate gyrus part of cingulum (L)	gaussian	0.01	0.05	0.06	0.01	773	6.03e-02	False
Blood assays	/RIVAS_HG19/snpnet/BIN23056	HHV-6A seropositivity for Human Herpesvirus-6	binomial	0.53	0.49	0.5	0.02	24	6.04e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25658	WA ICVF in tract corticospinal tract (L)	gaussian	0.02	0.01	0.03	0.02	1128	6.09e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25090	Mean FA in cingulum cingulate gyrus on FA skeleton (R)	gaussian	0.01	0.07	0.09	0.01	1224	6.10e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC885	TTE disorders of globe	binomial	0.54	0.56	0.57	0.01	85	6.17e-02	False
Mental health	/RIVAS_HG19/snpnet/INI20509	Recent inability to stop or control worrying	gaussian	0.0	0.02	0.02	-0.0	17	6.20e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25838	Vol. of grey matter in Cingulate Gyrus, anterior division (L)	gaussian	0.01	0.05	0.06	0.01	389	6.24e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC9	Renal failure not requiring dialysis	binomial	0.42	0.58	0.58	-0.0	2	6.29e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC12	Testicular problems (not cancer)	binomial	0.55	0.79	0.79	0.0	1	6.47e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC497	TTE other predominantly sexually transmitted diseases, not elsewhere classified	binomial	0.53	0.65	0.66	0.0	6	6.48e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC984	TTE other disorders of arteries and arterioles	binomial	0.53	0.69	0.69	0.0	50	6.51e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25102	Mean FA in tapetum on FA skeleton (R)	gaussian	0.02	0.08	0.1	0.02	1948	6.55e-02	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20002267	Use of sun/uv protection (Sometimes)	binomial	0.53	0.59	0.59	0.01	309	6.58e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC999	TTE other disorders of circulatory system in diseases classified elsewhere	binomial	0.54	0.72	0.72	0.0	7	6.70e-02	False
Blood assays	/RIVAS_HG19/snpnet/INI30180	Lymphocyte %	gaussian	0.09	0.02	0.11	0.09	15143	6.83e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25539	WA MD in tract superior thalamic radiation (R)	gaussian	0.01	0.15	0.16	0.0	96	7.02e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25503	WA FA in tract inferior longitudinal fasciculus (R)	gaussian	0.03	0.06	0.09	0.02	767	7.07e-02	False
ECG at rest, 12-lead	/RIVAS_HG19/snpnet/INI22332	QTC interval	gaussian	0.02	0.06	0.08	0.02	115	7.19e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25899	Vol. of grey matter in VI Cerebellum (R)	gaussian	0.02	0.16	0.18	0.02	513	7.26e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25530	WA MD in tract inferior longitudinal fasciculus (R)	gaussian	0.02	0.11	0.13	0.02	975	7.35e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25664	WA ICVF in tract inferior longitudinal fasciculus (L)	gaussian	0.05	0.06	0.11	0.05	1804	7.43e-02	False
Work environment	/RIVAS_HG19/snpnet/BIN22502	Cough on most days	binomial	0.51	0.56	0.56	-0.0	377	7.51e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25365	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (L)	gaussian	0.06	0.03	0.09	0.06	2268	7.73e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25373	Mean ICVF in posterior thalamic radiation on FA skeleton (L)	gaussian	0.04	0.08	0.12	0.04	2073	7.75e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25920	Vol. of grey matter in X Cerebellum (R)	gaussian	0.01	0.14	0.15	0.01	950	7.76e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25384	Mean ICVF in superior longitudinal fasciculus on FA skeleton (R)	gaussian	0.06	0.05	0.1	0.05	1750	7.77e-02	False
Mental health	/RIVAS_HG19/snpnet/BIN20500	Ever suffered mental distress preventing usual activities	binomial	0.51	0.61	0.61	0.0	8	7.90e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25865	Vol. of grey matter in Central Opercular Cortex (R)	gaussian	0.01	0.15	0.16	0.01	1123	7.91e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25610	WA L2 in tract inferior longitudinal fasciculus (L)	gaussian	0.02	0.11	0.13	0.02	711	7.96e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25591	WA L1 in tract superior longitudinal fasciculus (R)	gaussian	0.01	0.12	0.13	0.01	534	8.07e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC271	Epicondylitis	binomial	0.46	0.66	0.66	-0.01	3	8.11e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25914	Vol. of grey matter in VIIIb Cerebellum (R)	gaussian	0.01	0.07	0.08	0.01	1539	8.25e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1350	TTE noninflammatory disorders of ovary, fallopian tube and broad ligament	binomial	0.51	0.77	0.77	0.0	185	8.35e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25526	WA MD in tract forceps minor	gaussian	0.03	0.09	0.12	0.03	1164	8.37e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25661	WA ICVF in tract forceps minor	gaussian	0.06	0.08	0.14	0.06	2047	8.39e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25707	WA ISOVF in tract anterior thalamic radiation (R)	gaussian	0.0	0.11	0.12	0.0	130	8.42e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC161	Prostatitis	binomial	0.53	0.85	0.85	0.0	11	8.49e-02	False
Blood assays	/RIVAS_HG19/snpnet/INI23013	U14 antigen for Human Herpesvirus-7	gaussian	0.0	0.03	0.03	0.0	109	8.60e-02	False
Early life factors	/RIVAS_HG19/snpnet/BIN_FC10001707	Handedness (chirality/laterality) (Right-handed)	binomial	0.51	0.54	0.54	0.0	3	8.76e-02	False
Digestive health	/RIVAS_HG19/snpnet/INI21034	Freq. of loose/mushy/watery stools in the last 3 months	gaussian	0.0	0.01	0.01	0.0	33	8.76e-02	False
Mental health	/RIVAS_HG19/snpnet/BIN1020483	Ever attempted suicide missing is control	binomial	0.49	0.65	0.65	-0.0	3	9.05e-02	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC4006149	Loose teeth	binomial	0.51	0.55	0.55	0.0	6	9.06e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25788	Vol. of grey matter in Middle Frontal Gyrus (L)	gaussian	0.01	0.09	0.1	0.01	369	9.10e-02	False
Family history	/RIVAS_HG19/snpnet/FH1019	Bowel cancer (FH)	binomial	0.5	0.54	0.54	0.0	5	9.12e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC595	TTE scabies	binomial	0.47	0.56	0.55	-0.02	23	9.15e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25659	WA ICVF in tract corticospinal tract (R)	gaussian	0.02	0.02	0.03	0.01	310	9.16e-02	False
DXA assessment	/RIVAS_HG19/snpnet/INI23255	Arm tissue fat % (R)	gaussian	0.0	0.58	0.58	0.0	3	9.17e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC362	Respiratory infection	binomial	0.51	0.63	0.64	0.0	32	9.17e-02	False
Digestive health	/RIVAS_HG19/snpnet/INI21040	Satisfaction with bowel habits	gaussian	0.0	0.02	0.02	0.0	2	9.23e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25372	Mean ICVF in posterior thalamic radiation on FA skeleton (R)	gaussian	0.04	0.06	0.11	0.04	1753	9.27e-02	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10004825	Noisy workplace (Yes, for more than 5 years)	binomial	0.51	0.72	0.72	0.0	83	9.31e-02	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC20020530	Witnessed sudden violent death not within the last 12 months	binomial	0.51	0.62	0.63	0.0	8	9.35e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC1027	TTE peritonsillar abscess	binomial	0.45	0.65	0.65	-0.0	4	9.36e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25662	WA ICVF in tract inferior fronto-occipital fasciculus (L)	gaussian	0.05	0.07	0.12	0.05	2008	9.46e-02	False
Mental health	/RIVAS_HG19/snpnet/INI20434	Age at last episode of depression	gaussian	0.0	0.09	0.09	0.0	6	9.57e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25782	Vol. of grey matter in Frontal Pole (L)	gaussian	0.02	0.22	0.24	0.01	2320	9.60e-02	False
Biomarkers	/RIVAS_HG19/snpnet/INI10030600	Albumin	gaussian	0.08	0.0	0.08	0.08	10633	9.92e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25801	Vol. of grey matter in Superior Temporal Gyrus, posterior division (R)	gaussian	0.0	0.12	0.12	0.0	92	9.95e-02	False
Disease outcome	/RIVAS_HG19/snpnet/HC270	Encephalitis	binomial	0.46	0.52	0.5	-0.03	38	9.97e-02	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25845	Vol. of grey matter in Cuneal Cortex (R)	gaussian	0.01	0.11	0.12	0.01	930	9.99e-02	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25672	WA ICVF in tract superior longitudinal fasciculus (R)	gaussian	0.05	0.06	0.11	0.05	1652	1.00e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC338	Giant cell/temporal arteritis	binomial	0.54	0.74	0.74	0.0	4	1.00e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25637	WA L3 in tract inferior longitudinal fasciculus (L)	gaussian	0.02	0.12	0.14	0.02	919	1.01e-01	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25032	Median T2star in pallidum (L)	gaussian	0.09	0.0	0.09	0.09	942	1.01e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1218	TTE other arthritis	binomial	0.51	0.64	0.64	0.0	1	1.02e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25367	Mean ICVF in anterior corona radiata on FA skeleton (L)	gaussian	0.04	0.13	0.18	0.04	1490	1.03e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC250	Acute infective polyneuritis/guillain-barre syndrome	binomial	0.44	0.62	0.62	-0.01	1	1.03e-01	False
